host_is_superhost,city,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count
f,Yarra Ranges,Australia,-37.88533012,145.4770804,Entire home/apt,4,1.0,2.0,2.0,180,1,9,100.0,f,1
t,Port Phillip,Australia,-37.87179184,144.9817055,Entire home/apt,4,1.0,2.0,2.0,145,2,78,96.0,t,1
f,Melbourne,Australia,-37.8086749,144.9688333,Entire home/apt,2,1.0,1.0,1.0,150,2,8,100.0,t,2
t,Yarra,Australia,-37.78126216,144.9658973,Entire home/apt,4,1.0,2.0,2.0,195,2,28,99.0,t,1
f,Yarra,Australia,-37.79590699,144.9792554,Private room,1,1.5,1.0,1.0,40,3,3,100.0,f,1
f,Maroondah,Australia,-37.82209253,145.229159,Private room,2,1.0,1.0,1.0,40,2,14,87.0,f,1
f,Bayside,Australia,-37.98707545,145.0372615,Private room,2,1.0,1.0,3.0,115,1,6,93.0,t,5
f,Kingston,Australia,-37.99828206,145.0745147,Entire home/apt,3,1.0,2.0,2.0,89,2,1,100.0,f,1
f,Melbourne,Australia,-37.8009096,144.9732085,Entire home/apt,2,1.0,0.0,1.0,109,2,13,90.0,t,1
f,Monash,Australia,-37.86424939,145.1692605,Private room,4,1.0,1.0,1.0,64,2,8,93.0,f,2
t,Hobsons Bay,Australia,-37.84650307,144.8839122,Private room,4,1.0,2.0,2.0,72,1,25,96.0,t,1
f,Melbourne,Australia,-37.8264286,144.9602245,Entire home/apt,4,2.0,2.0,3.0,199,2,38,92.0,t,11
f,Port Phillip,Australia,-37.86259045,144.9746786,Entire home/apt,4,2.0,2.0,2.0,226,5,4,95.0,f,2
f,Stonnington,Australia,-37.85184378,145.003479,Entire home/apt,4,1.5,2.0,2.0,147,3,24,98.0,f,2
f,Melbourne,Australia,-37.8099797,144.967468,Entire home/apt,2,1.0,0.0,1.0,53,1,18,94.0,t,5
f,Yarra,Australia,-37.80441953,144.9843289,Entire home/apt,6,1.0,2.0,2.0,140,1,1,100.0,f,2
t,Stonnington,Australia,-37.85411694,144.9851166,Entire home/apt,6,2.0,2.0,2.0,166,1,26,98.0,t,17
f,Melbourne,Australia,-37.82458664,144.9667783,Entire home/apt,6,2.0,2.0,3.0,170,1,122,91.0,t,2
f,Melbourne,Australia,-37.84588483,144.9806227,Entire home/apt,6,2.0,2.0,2.0,170,2,3,100.0,f,2
f,Maribyrnong,Australia,-37.78989959,144.8727995,Private room,3,1.5,1.0,1.0,37,1,4,90.0,f,1
t,Darebin,Australia,-37.70306414,145.0562287,Entire home/apt,6,2.0,3.0,3.0,239,1,12,97.0,f,1
f,Port Phillip,Australia,-37.88083045,144.9962786,Private room,1,1.0,1.0,1.0,89,2,1,80.0,f,1
f,Yarra Ranges,Australia,-37.84108153,145.3489837,Entire home/apt,8,2.0,3.0,6.0,179,1,5,88.0,t,3
f,Melbourne,Australia,-37.81025269,144.9613748,Entire home/apt,3,1.0,1.0,1.0,109,4,1,100.0,t,10
f,Melbourne,Australia,-37.81440087,144.9540847,Private room,2,2.0,1.0,1.0,55,4,29,85.0,t,7
f,Melbourne,Australia,-37.81371824,144.9453576,Entire home/apt,3,1.0,1.0,1.0,161,3,14,91.0,f,7
f,Moreland,Australia,-37.71405165,144.9646702,Private room,1,1.0,1.0,1.0,26,1,1,100.0,t,2
t,Darebin,Australia,-37.74819982,145.0002286,Private room,2,1.0,1.0,1.0,57,1,24,100.0,f,2
f,Melbourne,Australia,-37.81588286,144.9537515,Private room,2,1.0,1.0,1.0,71,3,1,80.0,f,2
f,Stonnington,Australia,-37.85821603,145.0180615,Private room,2,1.0,1.0,1.0,62,2,12,85.0,t,2
f,Moonee Valley,Australia,-37.78246929,144.9287819,Entire home/apt,4,1.0,1.0,2.0,80,2,38,93.0,f,1
t,Port Phillip,Australia,-37.86628963,144.9862604,Private room,3,2.0,1.0,1.0,80,1,23,100.0,f,1
f,Melbourne,Australia,-37.8106914,144.9707009,Entire home/apt,4,2.0,2.0,2.0,300,2,28,97.0,f,1
t,Stonnington,Australia,-37.85350316,144.9893734,Private room,2,1.0,1.0,1.0,71,3,59,97.0,f,1
t,Melbourne,Australia,-37.80849706,144.9672684,Entire home/apt,4,1.0,1.0,2.0,84,1,6,93.0,t,6
t,Banyule,Australia,-37.76573393,145.0500328,Entire home/apt,4,1.0,1.0,2.0,80,2,53,98.0,f,1
f,Melbourne,Australia,-37.8105302,144.9675833,Entire home/apt,4,1.0,2.0,2.0,140,3,20,95.0,f,1
f,Manningham,Australia,-37.76570549,145.0897023,Private room,2,1.0,1.0,1.0,65,2,1,100.0,t,1
t,Melbourne,Australia,-37.82536628,144.9566247,Entire home/apt,2,1.0,1.0,1.0,118,1,45,96.0,t,1
t,Boroondara,Australia,-37.81882426,145.0913801,Private room,6,1.0,3.0,3.0,80,1,30,97.0,f,4
f,Glen Eira,Australia,-37.86613813,145.0270871,Private room,2,1.0,1.0,1.0,60,1,5,96.0,f,1
f,Melbourne,Australia,-37.81449702,144.9526818,Private room,2,1.0,1.0,1.0,62,1,8,100.0,t,1
f,Port Phillip,Australia,-37.843134,144.9447118,Entire home/apt,4,2.0,2.0,2.0,130,1,1,80.0,f,3
f,Boroondara,Australia,-37.82247525,145.0289813,Private room,2,1.0,1.0,1.0,40,7,1,80.0,f,2
f,Yarra,Australia,-37.80304131,144.9848171,Entire home/apt,2,1.0,1.0,1.0,82,2,4,95.0,f,1
f,Moreland,Australia,-37.70337836,144.8989475,Entire home/apt,10,2.5,4.0,6.0,267,2,4,80.0,t,26
t,Boroondara,Australia,-37.83265769,145.048427,Private room,2,1.0,1.0,1.0,84,3,64,96.0,f,1
f,Whitehorse,Australia,-37.81986798,145.1503198,Entire home/apt,2,1.0,1.0,1.0,120,1,8,100.0,t,1
t,Melbourne,Australia,-37.81507398,144.9709392,Entire home/apt,4,2.0,2.0,2.0,285,2,32,100.0,t,5
f,Yarra,Australia,-37.79533979,144.9789889,Entire home/apt,4,1.5,2.0,2.0,235,3,8,93.0,f,1
f,Darebin,Australia,-37.77851854,145.0172186,Private room,2,1.0,1.0,1.0,50,2,13,95.0,f,1
f,Melbourne,Australia,-37.79426917,144.917349,Private room,2,1.0,1.0,1.0,26,1,6,100.0,f,2
f,Maribyrnong,Australia,-37.80247148,144.8929401,Entire home/apt,2,1.0,1.0,1.0,150,2,3,100.0,f,1
t,Whitehorse,Australia,-37.82586062,145.2017251,Private room,1,2.0,3.0,1.0,33,1,20,92.0,t,2
f,Boroondara,Australia,-37.81285411,145.091618,Private room,2,1.0,1.0,1.0,50,1,21,97.0,t,1
f,Stonnington,Australia,-37.84721598,144.9917824,Entire home/apt,3,1.0,1.0,2.0,96,2,3,93.0,t,2
f,Yarra,Australia,-37.80379885,144.9837826,Entire home/apt,2,1.0,1.0,1.0,140,2,7,100.0,f,1
f,Melbourne,Australia,-37.81640723,144.9534815,Entire home/apt,4,1.0,0.0,2.0,129,1,56,91.0,t,4
f,Yarra,Australia,-37.80658096,144.9753515,Entire home/apt,2,1.0,1.0,1.0,120,1,96,95.0,t,5
f,Yarra Ranges,Australia,-37.70702272,145.5333571,Entire home/apt,4,1.0,1.0,2.0,174,2,73,96.0,t,1
f,Yarra,Australia,-37.78102516,144.9763586,Entire home/apt,4,1.0,2.0,2.0,148,3,2,100.0,f,1
t,Stonnington,Australia,-37.85906022,145.0607155,Entire home/apt,4,1.0,1.0,2.0,84,2,16,96.0,t,1
t,Melbourne,Australia,-37.81083016,144.9568113,Entire home/apt,5,1.0,3.0,4.0,197,2,188,93.0,t,4
f,Monash,Australia,-37.89662901,145.14385,Entire home/apt,4,1.0,2.0,3.0,120,3,7,91.0,f,19
t,Port Phillip,Australia,-37.85741726,144.9840789,Entire home/apt,2,1.0,1.0,1.0,115,7,24,98.0,t,2
f,Melbourne,Australia,-37.81488449,144.9524071,Entire home/apt,4,1.0,0.0,2.0,100,1,138,90.0,t,40
f,Melbourne,Australia,-37.82298505,144.9615795,Entire home/apt,8,2.0,3.0,5.0,150,1,13,100.0,f,1
f,Melbourne,Australia,-37.8208635,144.9640019,Entire home/apt,6,2.0,3.0,3.0,651,2,4,100.0,f,9
t,Melbourne,Australia,-37.81429467,144.9582906,Entire home/apt,4,1.0,2.0,2.0,138,1,91,98.0,t,10
f,Port Phillip,Australia,-37.8771974,144.9830365,Entire home/apt,6,2.5,3.0,3.0,350,2,9,98.0,f,1
f,Maribyrnong,Australia,-37.79762355,144.9096388,Entire home/apt,5,1.5,3.0,2.0,140,5,4,90.0,t,1
f,Monash,Australia,-37.88252884,145.1717529,Entire home/apt,8,3.0,4.0,6.0,190,1,3,80.0,t,50
f,Boroondara,Australia,-37.82394249,145.0358018,Entire home/apt,2,1.0,1.0,1.0,68,4,5,95.0,f,1
t,Melbourne,Australia,-37.8339788,144.9837232,Entire home/apt,4,2.0,2.0,2.0,199,10,83,96.0,f,3
t,Kingston,Australia,-37.99953327,145.0926194,Entire home/apt,2,1.0,1.0,1.0,84,1,207,95.0,t,1
f,Melbourne,Australia,-37.8080625,144.9611567,Entire home/apt,2,1.0,1.0,1.0,399,1,1,100.0,t,9
f,Melbourne,Australia,-37.81501348,144.9535889,Entire home/apt,4,1.0,1.0,2.0,127,1,17,99.0,t,22
t,Melbourne,Australia,-37.8004755,144.9558692,Entire home/apt,4,1.0,2.0,2.0,108,1,26,98.0,f,1
f,Boroondara,Australia,-37.79192934,145.0954964,Entire home/apt,6,2.0,2.0,5.0,138,1,21,96.0,f,1
f,Moonee Valley,Australia,-37.78387376,144.9387589,Private room,2,1.0,1.0,1.0,46,4,111,93.0,t,1
t,Yarra,Australia,-37.80205797,144.9745545,Entire home/apt,2,1.0,0.0,0.0,120,1,83,98.0,t,1
f,Boroondara,Australia,-37.79735939,145.0550858,Private room,2,1.0,1.0,1.0,44,1,6,100.0,t,1
f,Port Phillip,Australia,-37.85216927,144.9805112,Entire home/apt,8,2.0,3.0,5.0,251,2,29,99.0,f,42
f,Melbourne,Australia,-37.81605724,144.9521375,Entire home/apt,4,1.0,0.0,2.0,104,1,279,91.0,t,98
t,Port Phillip,Australia,-37.83802071,144.9750047,Entire home/apt,2,1.0,1.0,1.0,127,1,14,99.0,t,16
f,Moreland,Australia,-37.75240537,144.9423585,Private room,2,1.0,1.0,1.0,25,2,9,98.0,t,1
t,Maribyrnong,Australia,-37.80372497,144.9019793,Entire home/apt,2,1.0,1.0,1.0,71,21,19,98.0,t,3
f,Yarra Ranges,Australia,-37.8813829,145.3614646,Entire home/apt,15,4.5,5.0,7.0,1015,2,42,100.0,t,12
f,Darebin,Australia,-37.71013217,145.021458,Entire home/apt,4,1.5,2.0,2.0,140,1,5,90.0,t,2
f,Melbourne,Australia,-37.81175931,144.9594748,Private room,2,1.0,1.0,1.0,65,1,48,91.0,f,3
t,Melbourne,Australia,-37.82147205,144.9552248,Entire home/apt,2,1.0,1.0,1.0,137,4,86,98.0,f,1
f,Stonnington,Australia,-37.85534275,144.9878814,Entire home/apt,4,1.0,2.0,3.0,174,2,24,89.0,f,1
t,Stonnington,Australia,-37.83666422,144.9954128,Entire home/apt,4,2.0,2.0,2.0,224,3,74,96.0,t,14
f,Melbourne,Australia,-37.80888401,144.9595727,Private room,2,1.0,0.0,1.0,96,1,11,91.0,t,4
t,Melbourne,Australia,-37.81464713,144.9535519,Entire home/apt,4,1.0,1.0,2.0,150,1,191,97.0,t,35
f,Maribyrnong,Australia,-37.82127411,144.8884631,Entire home/apt,5,1.0,3.0,3.0,90,6,13,95.0,f,1
f,Melbourne,Australia,-37.81542757,144.953776,Entire home/apt,4,1.0,1.0,2.0,118,1,7,67.0,t,1
f,Port Phillip,Australia,-37.87334726,144.9816775,Private room,2,1.0,1.0,1.0,50,1,1,100.0,t,2
t,Port Phillip,Australia,-37.84232998,144.9376402,Entire home/apt,4,1.0,2.0,2.0,186,2,78,96.0,f,1
f,Yarra,Australia,-37.81647356,145.0017698,Entire home/apt,2,1.0,1.0,1.0,90,7,2,80.0,t,1
f,Port Phillip,Australia,-37.88010269,144.9864518,Private room,2,1.0,1.0,1.0,65,2,17,96.0,f,1
f,Melbourne,Australia,-37.81557355,144.9548873,Entire home/apt,6,1.0,2.0,3.0,127,1,106,92.0,t,19
t,Melbourne,Australia,-37.80867318,144.962734,Entire home/apt,5,1.0,2.0,2.0,130,1,1,80.0,t,22
t,Melbourne,Australia,-37.80123454,144.9564565,Entire home/apt,4,1.0,1.0,2.0,100,1,21,91.0,t,10
f,Port Phillip,Australia,-37.8699068,144.9900631,Private room,2,3.0,1.0,1.0,100,7,1,80.0,f,3
t,Melbourne,Australia,-37.82661944,144.9566301,Entire home/apt,4,1.5,2.0,2.0,138,2,48,95.0,f,2
f,Stonnington,Australia,-37.85324238,144.9873768,Private room,4,1.0,1.0,3.0,138,1,3,80.0,t,16
f,Darebin,Australia,-37.78131755,145.0075747,Entire home/apt,2,1.0,1.0,1.0,90,2,54,90.0,f,1
t,Melbourne,Australia,-37.8072563,144.9545494,Entire home/apt,5,2.0,2.0,2.0,228,3,45,97.0,t,1
f,Yarra,Australia,-37.80166403,144.9813244,Private room,2,2.0,1.0,1.0,65,1,1,80.0,t,1
t,Port Phillip,Australia,-37.86213834,144.9773612,Entire home/apt,4,2.0,2.0,2.0,264,2,5,100.0,t,3
t,Monash,Australia,-37.90286341,145.0876463,Entire home/apt,2,1.0,1.0,1.0,65,1,66,98.0,f,1
f,Stonnington,Australia,-37.84038441,144.9866841,Entire home/apt,6,2.0,3.0,4.0,251,14,3,93.0,f,1
f,Melbourne,Australia,-37.82924309,144.9685059,Private room,2,1.0,1.0,1.0,71,4,9,91.0,f,2
t,Melbourne,Australia,-37.82254599,144.9665234,Entire home/apt,5,2.0,2.0,3.0,500,2,65,94.0,t,1
f,Yarra Ranges,Australia,-37.77075459,145.3005984,Private room,2,1.0,1.0,1.0,35,1,1,80.0,f,1
f,Manningham,Australia,-37.78973563,145.1231197,Entire home/apt,4,2.0,2.0,2.0,194,2,5,90.0,t,19
t,Hobsons Bay,Australia,-37.85628637,144.8968633,Entire home/apt,4,1.0,2.0,2.0,140,2,79,98.0,f,1
f,Moonee Valley,Australia,-37.78484819,144.9275085,Entire home/apt,4,1.0,2.0,3.0,150,7,3,100.0,f,1
f,Melton,Australia,-37.71170303,144.5859212,Private room,2,1.0,1.0,2.0,47,2,5,92.0,t,3
t,Moreland,Australia,-37.7791861,144.977214,Private room,4,3.0,4.0,5.0,199,1,69,94.0,t,9
f,Hobsons Bay,Australia,-37.854777,144.8203373,Private room,2,1.0,1.0,1.0,50,1,6,97.0,t,2
f,Yarra,Australia,-37.82401587,145.000171,Entire home/apt,2,1.0,1.0,1.0,150,2,5,96.0,t,2
t,Melbourne,Australia,-37.82138704,144.9553036,Entire home/apt,2,1.0,1.0,0.0,119,2,70,97.0,f,1
t,Yarra Ranges,Australia,-37.75419626,145.6578155,Entire home/apt,2,1.0,1.0,1.0,169,2,63,94.0,f,2
f,Melbourne,Australia,-37.794262,144.9558383,Private room,2,1.0,1.0,2.0,35,1,7,93.0,t,1
t,Port Phillip,Australia,-37.85798575,144.9833665,Entire home/apt,2,1.0,1.0,1.0,100,2,15,100.0,t,2
f,Melbourne,Australia,-37.8102474,144.9613981,Private room,2,1.0,1.0,1.0,65,1,9,100.0,t,4
f,Melbourne,Australia,-37.81677926,144.9535811,Entire home/apt,4,1.0,0.0,2.0,89,1,37,96.0,t,25
f,Melbourne,Australia,-37.80559713,144.9612808,Private room,2,1.0,1.0,1.0,71,2,2,100.0,t,1
f,Melbourne,Australia,-37.8002202,144.9471728,Private room,2,1.0,1.0,1.0,100,1,44,87.0,t,1
f,Darebin,Australia,-37.76647265,144.992407,Private room,2,1.0,1.0,1.0,35,1,3,100.0,t,2
f,Manningham,Australia,-37.78974753,145.1238404,Entire home/apt,4,2.0,2.0,2.0,180,2,3,100.0,f,19
f,Monash,Australia,-37.91700638,145.1627671,Private room,1,1.0,1.0,1.0,35,1,2,100.0,t,4
t,Yarra,Australia,-37.7994535,144.9837361,Private room,6,1.5,2.0,4.0,75,2,141,94.0,f,2
t,Cardinia,Australia,-37.91399737,145.4570448,Entire home/apt,2,1.0,1.0,1.0,109,1,7,100.0,t,2
f,Port Phillip,Australia,-37.85287701,144.9796733,Entire home/apt,4,2.0,2.0,2.0,180,2,7,91.0,t,1
f,Stonnington,Australia,-37.83432535,144.989154,Entire home/apt,4,1.0,2.0,2.0,129,1,3,100.0,f,1
f,Port Phillip,Australia,-37.85823156,144.9841137,Private room,3,1.0,1.0,1.0,55,2,73,91.0,t,2
f,Melbourne,Australia,-37.81948386,144.954513,Entire home/apt,4,1.0,2.0,2.0,140,1,6,97.0,t,8
f,Melbourne,Australia,-37.80373562,144.949863,Entire home/apt,2,1.0,1.0,1.0,100,4,5,92.0,f,3
f,Bayside,Australia,-37.89410297,145.0017693,Private room,2,2.0,1.0,1.0,80,3,5,100.0,t,4
f,Melbourne,Australia,-37.81196323,144.9591126,Entire home/apt,3,1.0,1.0,1.0,90,5,6,100.0,t,87
t,Stonnington,Australia,-37.84312626,144.9970675,Entire home/apt,4,2.0,2.0,0.0,226,3,91,97.0,t,14
f,Port Phillip,Australia,-37.83083273,144.949231,Entire home/apt,5,1.0,2.0,2.0,165,1,19,96.0,t,8
f,Melbourne,Australia,-37.80926153,144.9585026,Entire home/apt,4,1.0,2.0,3.0,190,1,2,100.0,f,21
f,Moreland,Australia,-37.77283,144.9691723,Entire home/apt,8,2.0,4.0,5.0,379,5,2,100.0,t,1
f,Yarra,Australia,-37.81846556,145.0076671,Entire home/apt,3,2.0,2.0,2.0,130,2,6,100.0,f,1
f,Melbourne,Australia,-37.80208766,144.9548398,Entire home/apt,4,1.0,2.0,2.0,150,1,5,84.0,t,10
f,Boroondara,Australia,-37.79774265,145.0307422,Private room,2,1.0,1.0,1.0,65,1,61,93.0,f,1
f,Port Phillip,Australia,-37.87357474,144.9976657,Entire home/apt,2,1.0,1.0,1.0,66,3,3,93.0,t,1
f,Yarra,Australia,-37.79044349,144.9828231,Private room,2,1.0,1.0,1.0,71,2,14,98.0,f,1
f,Port Phillip,Australia,-37.8544117,144.9723102,Entire home/apt,4,1.0,1.0,2.0,91,1,3,93.0,f,1
f,Darebin,Australia,-37.76275603,144.9922433,Entire home/apt,2,2.0,1.0,1.0,109,2,1,100.0,f,1
t,Melbourne,Australia,-37.81214577,144.9716303,Entire home/apt,6,2.0,2.0,3.0,145,2,33,98.0,t,1
t,Melbourne,Australia,-37.83040495,144.9683584,Entire home/apt,5,1.0,2.0,2.0,100,2,147,96.0,t,67
f,Melbourne,Australia,-37.81157367,144.9617901,Private room,2,1.0,1.0,1.0,75,1,38,89.0,t,4
f,Kingston,Australia,-38.05316348,145.117306,Entire home/apt,4,1.0,2.0,2.0,96,2,3,100.0,t,2
f,Port Phillip,Australia,-37.85784265,144.9876523,Entire home/apt,2,1.0,1.0,1.0,120,2,1,100.0,f,1
t,Port Phillip,Australia,-37.86341348,144.9978909,Entire home/apt,4,1.0,2.0,2.0,134,3,1,100.0,f,2
f,Melbourne,Australia,-37.8088628,144.9614715,Entire home/apt,6,2.0,2.0,3.0,195,1,65,87.0,t,22
t,Maribyrnong,Australia,-37.80270172,144.8979875,Entire home/apt,5,1.0,2.0,4.0,186,2,204,96.0,t,1
f,Whitehorse,Australia,-37.83625827,145.1194172,Private room,1,1.0,1.0,1.0,50,2,14,99.0,f,3
f,Melbourne,Australia,-37.81564751,144.9530038,Entire home/apt,6,1.0,2.0,3.0,127,1,55,93.0,t,19
f,Moonee Valley,Australia,-37.78080215,144.9289577,Entire home/apt,10,2.0,3.0,9.0,249,1,27,99.0,f,3
f,Whitehorse,Australia,-37.85013389,145.1587421,Shared room,2,1.0,1.0,2.0,28,1,5,84.0,f,3
f,Melbourne,Australia,-37.81523279,144.954176,Entire home/apt,6,2.0,2.0,4.0,165,1,146,92.0,t,40
f,Cardinia,Australia,-38.07434334,145.4455508,Private room,2,1.0,1.0,1.0,55,1,1,80.0,t,1
f,Bayside,Australia,-37.95315254,145.0084721,Entire home/apt,6,2.5,3.0,4.0,136,2,19,98.0,f,1
f,Yarra Ranges,Australia,-37.75161141,145.6758085,Entire home/apt,3,1.0,1.0,2.0,39,1,22,90.0,f,2
f,Melbourne,Australia,-37.81468715,144.9520227,Entire home/apt,5,2.0,2.0,2.0,161,2,7,90.0,t,2
f,Darebin,Australia,-37.76966951,145.0110124,Private room,2,1.0,1.0,1.0,50,1,66,97.0,f,1
t,Yarra,Australia,-37.80299267,144.9856821,Entire home/apt,4,1.5,2.0,2.0,227,3,42,98.0,f,1
f,Manningham,Australia,-37.78175704,145.2284909,Entire home/apt,2,1.0,2.0,2.0,350,1,1,100.0,t,1
f,Boroondara,Australia,-37.8198249,145.0597237,Private room,2,1.0,1.0,1.0,60,2,7,97.0,t,1
f,Moreland,Australia,-37.77275481,144.9553074,Private room,2,1.0,1.0,1.0,53,2,17,88.0,f,2
f,Yarra Ranges,Australia,-37.65847191,145.3662298,Entire home/apt,8,2.0,4.0,7.0,251,3,10,100.0,f,1
t,Hume,Australia,-37.57332164,144.9313733,Private room,2,1.0,1.0,1.0,30,1,89,99.0,t,2
f,Moonee Valley,Australia,-37.77217545,144.926015,Shared room,4,2.5,1.0,4.0,29,29,1,20.0,f,2
t,Melbourne,Australia,-37.81682432,144.9716331,Entire home/apt,3,1.0,1.0,1.0,130,1,36,96.0,t,4
f,Stonnington,Australia,-37.84763129,144.992166,Entire home/apt,2,1.0,1.0,1.0,100,2,6,100.0,t,1
f,Melbourne,Australia,-37.80557542,144.9560193,Entire home/apt,3,1.0,2.0,3.0,150,2,5,84.0,t,1
f,Whitehorse,Australia,-37.81540648,145.1237131,Entire home/apt,6,1.0,2.0,3.0,125,1,14,94.0,t,36
f,Moreland,Australia,-37.71710606,144.9368661,Private room,4,1.0,1.0,2.0,60,1,42,93.0,f,1
t,Melbourne,Australia,-37.8165261,144.9524879,Entire home/apt,8,2.0,2.0,4.0,180,1,93,95.0,t,13
t,Yarra Ranges,Australia,-37.90248399,145.3566753,Entire home/apt,5,1.0,1.0,1.0,249,1,45,100.0,f,1
f,Melbourne,Australia,-37.79466849,144.9703671,Private room,1,1.0,1.0,4.0,29,7,1,100.0,f,1
f,Melbourne,Australia,-37.80867954,144.9650129,Entire home/apt,6,1.5,2.0,3.0,174,2,71,96.0,t,7
f,Bayside,Australia,-37.94442317,145.0027984,Entire home/apt,4,1.0,2.0,2.0,93,1,5,96.0,f,1
f,Yarra,Australia,-37.80783735,144.9813621,Entire home/apt,2,1.0,1.0,1.0,91,7,2,100.0,t,1
f,Melbourne,Australia,-37.81079519,144.9599768,Entire home/apt,6,2.0,2.0,3.0,159,2,6,90.0,t,3
f,Port Phillip,Australia,-37.83442331,144.9708838,Private room,2,1.0,1.0,1.0,65,1,2,100.0,f,1
f,Maribyrnong,Australia,-37.79475388,144.8943933,Private room,1,1.0,1.0,1.0,71,1,16,95.0,f,3
f,Melbourne,Australia,-37.81578913,144.955067,Entire home/apt,5,1.5,2.0,3.0,144,5,50,95.0,f,3
f,Moreland,Australia,-37.7710083,144.9765051,Entire home/apt,4,2.0,2.0,2.0,199,2,9,93.0,f,1
f,Wyndham,Australia,-37.8845563,144.7350725,Entire home/apt,8,2.5,4.0,6.0,190,2,3,100.0,f,1
f,Port Phillip,Australia,-37.88723856,144.9881183,Private room,2,1.0,1.0,1.0,44,3,2,100.0,f,1
f,Melbourne,Australia,-37.81470125,144.953412,Entire home/apt,3,1.0,0.0,2.0,105,1,197,89.0,t,40
f,Monash,Australia,-37.88033962,145.1648585,Entire home/apt,4,2.0,2.0,2.0,280,3,3,100.0,t,6
f,Melbourne,Australia,-37.81902414,144.9548469,Entire home/apt,5,1.0,1.0,3.0,102,2,1,100.0,t,4
f,Melbourne,Australia,-37.82403837,144.961753,Entire home/apt,8,2.0,3.0,3.0,300,2,26,98.0,t,1
f,Port Phillip,Australia,-37.86608605,144.9873064,Entire home/apt,4,1.0,2.0,2.0,150,3,15,96.0,t,4
f,Melbourne,Australia,-37.80788444,144.9481185,Private room,2,1.0,1.0,1.0,80,2,4,80.0,t,1
f,Stonnington,Australia,-37.84550326,144.9960673,Entire home/apt,2,1.0,0.0,1.0,130,1,10,98.0,t,27
t,Yarra,Australia,-37.79932605,144.9782256,Entire home/apt,2,1.0,1.0,1.0,116,2,86,99.0,f,1
t,Melbourne,Australia,-37.81746421,144.9651936,Entire home/apt,2,1.0,1.0,1.0,136,4,39,97.0,f,1
f,Darebin,Australia,-37.71164656,144.9968352,Entire home/apt,5,1.0,2.0,3.0,73,4,2,100.0,t,1
f,Frankston,Australia,-38.17401158,145.1213099,Entire home/apt,2,1.0,1.0,2.0,120,2,1,100.0,t,1
f,Greater Dandenong,Australia,-37.98628372,145.2118497,Entire home/apt,5,2.0,2.0,3.0,228,7,1,80.0,f,6
f,Melbourne,Australia,-37.80527084,144.9618065,Entire home/apt,4,1.0,1.0,2.0,136,1,97,98.0,f,1
f,Port Phillip,Australia,-37.84853817,144.9788691,Entire home/apt,4,1.0,2.0,2.0,150,2,28,89.0,t,1
f,Stonnington,Australia,-37.84012518,144.9975397,Entire home/apt,2,1.0,1.0,1.0,76,3,33,96.0,t,1
f,Stonnington,Australia,-37.84004909,144.9952017,Private room,2,1.0,1.0,1.0,80,3,10,100.0,f,1
f,Melbourne,Australia,-37.80934978,144.9588811,Entire home/apt,6,1.0,2.0,3.0,161,5,22,92.0,t,6
f,Glen Eira,Australia,-37.89199345,145.0319814,Entire home/apt,6,2.5,3.0,3.0,251,7,2,100.0,f,1
f,Boroondara,Australia,-37.82115396,145.0241807,Entire home/apt,7,1.0,4.0,5.0,251,4,11,98.0,t,1
f,Monash,Australia,-37.87562621,145.1019868,Private room,2,1.0,1.0,1.0,40,6,38,92.0,f,4
f,Yarra,Australia,-37.79609481,144.9796329,Private room,2,1.0,1.0,1.0,75,1,1,60.0,f,2
f,Melbourne,Australia,-37.81698783,144.9612562,Entire home/apt,3,1.0,1.0,1.0,119,1,19,91.0,f,1
f,Stonnington,Australia,-37.8387451,145.0129767,Entire home/apt,2,1.0,1.0,1.0,150,1,10,96.0,f,1
f,Whitehorse,Australia,-37.82568951,145.1762222,Private room,2,1.0,1.0,1.0,71,2,17,94.0,f,2
f,Melbourne,Australia,-37.80890189,144.9656476,Entire home/apt,3,1.0,1.0,1.0,105,2,181,93.0,t,1
f,Melbourne,Australia,-37.82822938,144.9572953,Entire home/apt,4,1.0,2.0,2.0,105,2,22,95.0,f,1
f,Melbourne,Australia,-37.83706485,144.9827448,Entire home/apt,6,2.5,3.0,3.0,500,4,2,100.0,f,1
f,Whitehorse,Australia,-37.82332723,145.1216316,Shared room,2,2.5,1.0,4.0,25,3,5,68.0,t,14
t,Melbourne,Australia,-37.81676248,144.9610125,Private room,2,1.0,1.0,1.0,65,2,25,98.0,f,1
f,Glen Eira,Australia,-37.91647814,145.0356287,Private room,1,1.0,1.0,1.0,50,1,2,90.0,t,1
t,Yarra Ranges,Australia,-37.88667397,145.3976202,Entire home/apt,5,1.0,2.0,4.0,111,2,113,96.0,f,1
f,Maribyrnong,Australia,-37.79215156,144.8891422,Entire home/apt,3,1.0,0.0,2.0,48,1,2,100.0,f,17
t,Bayside,Australia,-37.9498297,145.017681,Entire home/apt,4,2.0,2.0,2.0,150,2,9,98.0,f,1
f,Port Phillip,Australia,-37.86469976,144.9789364,Entire home/apt,6,1.0,3.0,3.0,230,1,3,100.0,f,2
t,Yarra Ranges,Australia,-37.65130018,145.5274805,Entire home/apt,2,1.0,0.0,1.0,120,1,46,94.0,t,1
