host_is_superhost,city,country,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,calculated_host_listings_count
f,Stonnington,Australia,-37.83484966,144.9953665,Entire home/apt,2,1.0,1.0,1.0,136,2,20,94.0,t,7
f,Whitehorse,Australia,-37.81721015,145.2091038,Shared room,1,2.5,1.0,4.0,30,3,5,68.0,t,14
f,Port Phillip,Australia,-37.85974976,144.9806999,Entire home/apt,4,1.0,2.0,2.0,300,2,1,100.0,f,1
f,Kingston,Australia,-37.96730429,145.0559677,Entire home/apt,3,1.0,2.0,2.0,109,4,2,100.0,t,1
t,Port Phillip,Australia,-37.86871305,144.9773341,Entire home/apt,3,1.0,1.0,2.0,115,3,79,94.0,t,1
f,Bayside,Australia,-37.89119073,144.9975735,Entire home/apt,8,2.0,4.0,4.0,550,7,1,100.0,t,1
f,Yarra,Australia,-37.80313964,144.9991139,Private room,2,1.0,1.0,1.0,46,1,1,100.0,f,1
f,Kingston,Australia,-38.08239911,145.1400516,Private room,2,1.0,1.0,1.0,40,5,1,100.0,f,3
f,Melbourne,Australia,-37.81488011,144.955383,Entire home/apt,5,1.0,2.0,3.0,140,1,38,83.0,t,4
f,Moonee Valley,Australia,-37.75125809,144.9148085,Private room,2,1.0,1.0,2.0,136,1,2,100.0,t,8
f,Melbourne,Australia,-37.82410976,144.9605437,Entire home/apt,8,2.0,3.0,4.0,646,2,73,97.0,t,47
t,Melbourne,Australia,-37.80637968,144.968535,Private room,1,5.0,1.0,1.0,78,3,9,80.0,t,5
f,Melbourne,Australia,-37.81529295,144.9729081,Entire home/apt,4,1.5,2.0,3.0,159,1,3,73.0,f,7
t,Yarra,Australia,-37.78333961,144.9790055,Entire home/apt,4,1.0,2.0,2.0,115,2,50,97.0,f,1
f,Port Phillip,Australia,-37.87741843,144.9775646,Entire home/apt,4,1.0,2.0,2.0,155,1,6,92.0,f,1
t,Melbourne,Australia,-37.79824927,144.9455033,Private room,2,1.0,1.0,1.0,55,1,50,96.0,f,1
f,Melbourne,Australia,-37.78908197,144.9685959,Entire home/apt,4,1.5,2.0,3.0,165,3,74,90.0,t,10
f,Yarra Ranges,Australia,-37.75076712,145.6942489,Entire home/apt,4,1.0,2.0,2.0,220,2,138,97.0,f,1
t,Yarra Ranges,Australia,-37.65627229,145.5206869,Entire home/apt,8,1.5,3.0,3.0,239,2,16,95.0,f,5
f,Melbourne,Australia,-37.81352271,144.9417686,Entire home/apt,9,2.5,3.0,5.0,399,2,15,84.0,t,3
t,Melbourne,Australia,-37.82416377,144.9669129,Entire home/apt,5,1.5,2.0,3.0,161,2,57,98.0,f,26
t,Melbourne,Australia,-37.81091743,144.9568692,Entire home/apt,4,1.0,0.0,2.0,89,4,109,97.0,f,1
f,Port Phillip,Australia,-37.86447066,144.9877478,Entire home/apt,3,1.0,1.0,1.0,105,1,30,91.0,f,1
t,Port Phillip,Australia,-37.82874478,144.955594,Entire home/apt,4,1.0,1.0,2.0,116,2,8,90.0,t,41
t,Melbourne,Australia,-37.82681538,144.9582089,Entire home/apt,6,1.0,2.0,4.0,129,2,32,95.0,t,6
t,Melbourne,Australia,-37.82175304,144.9670539,Entire home/apt,6,1.0,2.0,5.0,188,3,118,99.0,t,1
t,Melbourne,Australia,-37.81582953,144.9791176,Entire home/apt,4,1.0,2.0,3.0,150,1,91,97.0,t,1
f,Port Phillip,Australia,-37.86140334,144.9849112,Entire home/apt,2,1.0,0.0,1.0,100,6,40,93.0,f,1
f,Moreland,Australia,-37.76600054,144.9461002,Private room,2,1.5,1.0,3.0,65,1,4,100.0,f,1
f,Melbourne,Australia,-37.82149729,144.9567273,Entire home/apt,4,1.0,1.0,2.0,130,1,33,87.0,t,90
f,Melbourne,Australia,-37.81811678,144.9560727,Entire home/apt,4,1.0,1.0,2.0,190,2,4,95.0,f,1
f,Melbourne,Australia,-37.79800234,144.9518551,Private room,2,1.0,1.0,1.0,60,3,3,100.0,t,1
f,Banyule,Australia,-37.76097525,145.0654752,Entire home/apt,3,1.0,1.0,1.0,79,2,1,100.0,t,1
t,Melbourne,Australia,-37.82194333,144.9610886,Entire home/apt,4,1.0,2.0,2.0,150,2,6,93.0,f,20
f,Melbourne,Australia,-37.81754857,144.9597052,Entire home/apt,4,1.0,1.0,2.0,109,1,2,100.0,t,90
t,Melbourne,Australia,-37.80731876,144.9600196,Entire home/apt,7,2.0,2.0,4.0,165,1,31,97.0,t,4
f,Stonnington,Australia,-37.8440305,144.995562,Entire home/apt,2,1.0,1.0,1.0,96,2,3,100.0,f,1
f,Melbourne,Australia,-37.80327272,144.9479228,Entire home/apt,8,2.0,3.0,6.0,251,2,4,95.0,f,24
f,Melbourne,Australia,-37.82196142,144.9517143,Private room,1,2.0,1.0,1.0,89,2,2,100.0,f,1
f,Hume,Australia,-37.57999307,144.9042982,Private room,2,1.5,1.0,1.0,37,1,14,93.0,f,5
f,Moreland,Australia,-37.76250307,144.9602983,Entire home/apt,2,1.0,1.0,1.0,84,14,1,100.0,f,1
f,Stonnington,Australia,-37.83815897,144.9970498,Entire home/apt,6,2.0,2.0,4.0,150,2,54,87.0,f,22
f,Port Phillip,Australia,-37.88572632,144.9830276,Entire home/apt,3,1.0,2.0,2.0,120,2,27,93.0,t,1
f,Stonnington,Australia,-37.83445277,144.9878145,Entire home/apt,2,1.0,1.0,1.0,199,2,16,100.0,t,1
t,Yarra Ranges,Australia,-37.65533117,145.513642,Entire home/apt,6,2.0,3.0,4.0,480,2,15,100.0,t,1
f,Melbourne,Australia,-37.80897208,144.9602926,Entire home/apt,2,1.0,2.0,2.0,97,3,5,85.0,t,2
t,Melbourne,Australia,-37.80479628,144.9627075,Entire home/apt,4,2.0,2.0,2.0,148,3,4,95.0,t,2
f,Moreland,Australia,-37.77078761,144.9641372,Private room,1,1.0,1.0,1.0,40,3,2,100.0,t,8
t,Stonnington,Australia,-37.84818565,144.9882587,Entire home/apt,2,1.0,1.0,1.0,114,2,35,97.0,t,1
f,Hume,Australia,-37.54945582,144.7303906,Entire home/apt,8,2.5,4.0,6.0,150,7,15,97.0,f,1
f,Melbourne,Australia,-37.82235819,144.9627983,Private room,2,1.0,1.0,1.0,100,1,5,100.0,f,1
f,Melbourne,Australia,-37.79998409,144.9538668,Private room,1,1.0,1.0,1.0,150,1,1,100.0,f,1
f,Melbourne,Australia,-37.82872071,144.9652707,Entire home/apt,4,1.0,2.0,2.0,136,2,9,93.0,t,6
f,Whitehorse,Australia,-37.80428408,145.1546553,Entire home/apt,5,2.0,3.0,3.0,199,3,9,98.0,t,1
f,Melbourne,Australia,-37.81578688,144.9537735,Entire home/apt,8,2.0,2.0,6.0,150,1,52,93.0,t,12
f,Stonnington,Australia,-37.85112982,144.990353,Entire home/apt,2,1.0,1.0,1.0,165,2,10,100.0,f,1
f,Kingston,Australia,-38.04074282,145.130051,Private room,2,1.0,1.0,1.0,76,3,3,90.0,t,2
f,Moonee Valley,Australia,-37.78397118,144.9263558,Entire home/apt,2,1.0,1.0,1.0,105,2,25,100.0,f,1
f,Banyule,Australia,-37.75583294,145.0419158,Entire home/apt,4,1.5,2.0,2.0,145,2,38,92.0,t,1
f,Melbourne,Australia,-37.82822673,144.9587034,Entire home/apt,4,1.0,2.0,2.0,177,1,5,92.0,t,31
f,Glen Eira,Australia,-37.88847946,145.0528895,Private room,2,1.0,1.0,1.0,75,2,11,87.0,t,1
f,Maribyrnong,Australia,-37.80419621,144.8889507,Entire home/apt,4,1.0,2.0,2.0,199,3,5,96.0,t,1
f,Moreland,Australia,-37.773732,144.9827084,Private room,2,1.0,1.0,2.0,82,2,1,80.0,f,1
f,Melbourne,Australia,-37.81134477,144.9504487,Entire home/apt,4,1.5,2.0,2.0,150,3,2,100.0,f,1
f,Stonnington,Australia,-37.83764846,144.9973614,Entire home/apt,5,2.0,2.0,3.0,179,1000,5,95.0,f,1
f,Port Phillip,Australia,-37.86975138,144.978685,Entire home/apt,4,1.5,2.0,3.0,183,5,19,89.0,t,21
f,Moreland,Australia,-37.76179814,144.9609252,Private room,2,1.0,1.0,1.0,55,2,3,100.0,t,1
t,Stonnington,Australia,-37.84193844,144.9950016,Entire home/apt,2,1.0,1.0,1.0,100,5,38,96.0,f,1
t,Maribyrnong,Australia,-37.78227197,144.8686397,Entire home/apt,2,1.0,1.0,1.0,109,3,3,100.0,f,2
f,Maroondah,Australia,-37.82443537,145.2312677,Entire home/apt,6,2.0,3.0,4.0,235,3,33,95.0,f,1
t,Melbourne,Australia,-37.812125,144.9521604,Private room,2,1.0,1.0,1.0,60,2,145,98.0,f,1
t,Kingston,Australia,-37.94000426,145.0967893,Private room,2,2.0,1.0,1.0,28,2,51,100.0,f,1
f,Port Phillip,Australia,-37.8629888,145.007345,Entire home/apt,4,1.0,2.0,2.0,199,2,1,100.0,f,1
f,Yarra,Australia,-37.8175885,145.0056406,Entire home/apt,6,1.0,2.0,3.0,299,3,11,100.0,f,1
f,Port Phillip,Australia,-37.83502839,144.9730077,Entire home/apt,6,2.0,2.0,3.0,259,4,2,90.0,f,22
f,Port Phillip,Australia,-37.85748235,144.9881958,Entire home/apt,4,1.0,2.0,2.0,150,3,6,87.0,t,1
t,Melbourne,Australia,-37.81525029,144.9525293,Entire home/apt,2,1.0,1.0,1.0,127,2,113,98.0,f,23
f,Moreland,Australia,-37.76723158,144.9646027,Entire home/apt,6,1.0,2.0,4.0,169,3,12,91.0,f,1
f,Yarra,Australia,-37.82409378,144.9916999,Entire home/apt,2,1.0,0.0,1.0,105,3,14,100.0,t,30
f,Port Phillip,Australia,-37.86478217,145.0002263,Entire home/apt,8,2.0,3.0,7.0,180,2,15,93.0,f,33
f,Melbourne,Australia,-37.81637611,144.9539675,Private room,2,1.0,1.0,1.0,65,2,2,100.0,t,2
f,Melbourne,Australia,-37.79937416,144.9515448,Entire home/apt,2,1.0,1.0,1.0,109,2,60,93.0,f,1
t,Maribyrnong,Australia,-37.80458828,144.9026632,Private room,2,1.0,0.0,1.0,47,4,11,95.0,f,10
t,Kingston,Australia,-38.08107834,145.1234033,Entire home/apt,4,1.0,2.0,2.0,150,1,29,99.0,t,1
t,Port Phillip,Australia,-37.86794881,144.9788936,Entire home/apt,2,1.0,1.0,1.0,161,2,25,99.0,f,27
f,Yarra,Australia,-37.80173343,144.975365,Entire home/apt,4,1.0,2.0,3.0,161,2,88,94.0,f,1
f,Moonee Valley,Australia,-37.73058979,144.8630119,Private room,1,1.0,1.0,1.0,44,1,6,97.0,f,1
f,Glen Eira,Australia,-37.89506572,145.0266264,Entire home/apt,7,2.0,3.0,4.0,180,3,3,90.0,t,1
f,Melbourne,Australia,-37.82455633,144.9613522,Entire home/apt,6,1.0,3.0,3.0,450,5,4,100.0,t,1
f,Boroondara,Australia,-37.82570133,145.0267448,Private room,1,1.0,1.0,1.0,65,1,19,96.0,t,1
f,Melbourne,Australia,-37.80880741,144.9620907,Entire home/apt,2,1.0,1.0,1.0,159,1,25,90.0,t,8
t,Monash,Australia,-37.87777306,145.1492714,Entire home/apt,5,1.5,2.0,2.0,150,2,30,98.0,t,1
f,Port Phillip,Australia,-37.88857257,144.9858377,Entire home/apt,5,1.5,3.0,5.0,270,2,15,95.0,f,2
f,Yarra,Australia,-37.82865514,144.989235,Entire home/apt,2,1.5,1.0,1.0,109,1,61,94.0,f,1
f,Glen Eira,Australia,-37.89126968,145.0612505,Entire home/apt,2,1.0,1.0,1.0,101,2,25,90.0,t,2
f,Moreland,Australia,-37.77812281,144.9675061,Private room,2,1.0,1.0,1.0,46,4,5,92.0,f,2
t,Hume,Australia,-37.67265494,144.9025754,Private room,2,1.0,1.0,1.0,48,1,18,93.0,f,2
f,Melbourne,Australia,-37.81683586,144.9611115,Entire home/apt,6,1.0,2.0,3.0,199,2,2,80.0,f,3
f,Stonnington,Australia,-37.84411945,144.9967492,Entire home/apt,4,1.0,1.0,2.0,125,1,1,100.0,t,1
f,Hume,Australia,-37.60110101,144.9004864,Private room,2,1.0,1.0,1.0,30,1,5,100.0,f,2
t,Yarra,Australia,-37.81774862,145.0048168,Entire home/apt,2,1.0,1.0,1.0,150,2,9,100.0,f,1
f,Melbourne,Australia,-37.8133505,144.9609939,Entire home/apt,4,1.0,1.0,1.0,97,2,12,83.0,t,1
t,Whitehorse,Australia,-37.82029267,145.1174319,Entire home/apt,9,2.5,3.0,5.0,280,2,29,99.0,f,2
f,Boroondara,Australia,-37.81065027,145.0877365,Entire home/apt,4,1.0,2.0,2.0,221,2,3,100.0,t,1
f,Melbourne,Australia,-37.80119939,144.9492788,Entire home/apt,4,1.0,2.0,2.0,190,2,11,94.0,f,1
f,Port Phillip,Australia,-37.86233482,144.9756166,Private room,1,1.0,1.0,1.0,46,5,13,93.0,t,1
t,Yarra Ranges,Australia,-37.60328595,145.4968553,Entire home/apt,2,0.5,0.0,1.0,129,1,51,100.0,t,1
f,Melbourne,Australia,-37.80993293,144.9617313,Entire home/apt,2,1.0,1.0,1.0,174,3,9,98.0,f,1
f,Boroondara,Australia,-37.82739126,145.0278034,Entire home/apt,2,1.0,1.0,1.0,130,3,10,96.0,f,1
f,Stonnington,Australia,-37.83830029,144.9938231,Entire home/apt,6,1.0,2.0,4.0,159,4,48,85.0,f,22
t,Monash,Australia,-37.88099786,145.1226564,Entire home/apt,16,3.5,5.0,11.0,264,2,26,94.0,f,8
f,Melbourne,Australia,-37.80877023,144.9593451,Entire home/apt,8,2.0,3.0,4.0,199,1,3,100.0,t,7
f,Whitehorse,Australia,-37.81175086,145.1214634,Private room,1,1.0,1.0,1.0,55,2,39,99.0,t,2
f,Knox,Australia,-37.86333944,145.240078,Entire home/apt,4,1.0,2.0,3.0,150,1,5,92.0,t,1
t,Wyndham,Australia,-37.88135826,144.7245107,Private room,2,1.0,1.0,1.0,100,1,19,98.0,f,4
f,Melbourne,Australia,-37.8260407,144.9617091,Entire home/apt,4,1.0,1.0,2.0,120,2,28,92.0,t,1
t,Melbourne,Australia,-37.78612328,144.9563845,Entire home/apt,4,1.0,2.0,2.0,150,2,25,98.0,f,1
f,Monash,Australia,-37.92883558,145.166275,Entire home/apt,6,1.0,2.0,3.0,102,5,1,80.0,f,3
f,Yarra,Australia,-37.79026887,144.9831665,Entire home/apt,2,1.0,2.0,2.0,170,1,13,97.0,f,2
f,Whitehorse,Australia,-37.81803924,145.1440534,Entire home/apt,6,2.0,3.0,5.0,120,3,14,94.0,f,8
f,Stonnington,Australia,-37.85366178,145.040077,Entire home/apt,2,2.0,1.0,1.0,90,4,5,100.0,f,1
t,Wyndham,Australia,-37.85378828,144.7088446,Private room,4,1.5,1.0,2.0,46,2,41,100.0,f,2
t,Yarra Ranges,Australia,-37.66396493,145.5098703,Private room,2,1.0,1.0,1.0,71,1,11,91.0,t,1
t,Melbourne,Australia,-37.82766007,144.9545181,Private room,2,1.0,1.0,1.0,80,3,14,99.0,t,4
f,Casey,Australia,-38.08056926,145.3205351,Private room,4,1.5,1.0,2.0,90,1,5,80.0,f,4
t,Bayside,Australia,-37.9460402,145.0127778,Entire home/apt,2,1.0,1.0,1.0,47,2,7,100.0,t,2
f,Yarra,Australia,-37.81986034,145.0005238,Entire home/apt,2,1.0,1.0,1.0,100,7,1,100.0,f,1
f,Moreland,Australia,-37.76750627,144.9617156,Entire home/apt,3,1.0,1.0,2.0,109,1,141,94.0,f,1
t,Yarra Ranges,Australia,-37.65616484,145.5215221,Entire home/apt,2,1.0,1.0,1.0,150,2,19,86.0,f,5
f,Melbourne,Australia,-37.81474287,144.9653071,Entire home/apt,2,1.0,1.0,1.0,90,5,1,80.0,t,1
f,Moreland,Australia,-37.7468626,144.9629359,Entire home/apt,10,3.0,4.0,5.0,471,5,10,94.0,f,2
f,Melbourne,Australia,-37.81476239,144.9541182,Entire home/apt,4,1.0,1.0,2.0,123,1,125,94.0,t,40
t,Melbourne,Australia,-37.81638881,144.95387,Entire home/apt,4,2.0,2.0,2.0,155,1,38,93.0,t,41
f,Melbourne,Australia,-37.81379338,144.9671357,Entire home/apt,1,1.0,1.0,2.0,190,1,3,80.0,t,1
f,Melbourne,Australia,-37.81416333,144.9650491,Entire home/apt,3,1.0,1.0,1.0,100,5,3,93.0,t,87
t,Boroondara,Australia,-37.835883,145.0531991,Private room,2,1.0,1.0,1.0,84,2,3,100.0,t,2
f,Yarra,Australia,-37.80360476,144.9843563,Entire home/apt,6,2.0,2.0,3.0,220,1,1,80.0,f,2
f,Banyule,Australia,-37.75646384,145.0640362,Entire home/apt,4,1.0,2.0,3.0,161,3,6,100.0,t,6
f,Boroondara,Australia,-37.80245961,145.0847595,Private room,4,1.0,2.0,3.0,108,1,1,60.0,t,2
f,Melbourne,Australia,-37.82163693,144.9666816,Entire home/apt,4,2.0,2.0,2.0,498,1,4,90.0,t,5
t,Melbourne,Australia,-37.81432377,144.9654902,Entire home/apt,4,1.0,2.0,3.0,190,2,10,100.0,t,2
f,Melbourne,Australia,-37.81065992,144.9497414,Entire home/apt,8,1.0,2.0,6.0,129,1,3,100.0,t,2
t,Yarra,Australia,-37.79335592,144.9965982,Entire home/apt,8,2.0,3.0,4.0,471,2,26,99.0,f,2
f,Port Phillip,Australia,-37.8609903,144.9986446,Entire home/apt,2,1.0,1.0,1.0,75,2,1,100.0,f,1
f,Bayside,Australia,-37.93972198,145.0024147,Entire home/apt,2,1.0,1.0,1.0,399,1,1,100.0,t,5
t,Yarra,Australia,-37.80330636,144.9937603,Private room,3,1.5,1.0,1.0,54,2,43,97.0,t,3
t,Darebin,Australia,-37.74507424,144.9926272,Entire home/apt,8,2.0,4.0,6.0,150,2,4,100.0,f,1
f,Darebin,Australia,-37.73791262,145.0028884,Private room,2,1.0,1.0,2.0,40,1,2,100.0,f,1
f,Wyndham,Australia,-37.89760025,144.7286367,Private room,2,1.0,1.0,1.0,50,2,40,98.0,f,2
f,Melbourne,Australia,-37.8242962,144.9625995,Entire home/apt,2,1.0,1.0,1.0,156,3,4,80.0,f,28
f,Hume,Australia,-37.68879213,144.870554,Entire home/apt,6,1.0,2.0,3.0,96,1,90,85.0,f,3
f,Glen Eira,Australia,-37.8676927,145.0090771,Entire home/apt,5,1.5,1.0,5.0,109,4,1,80.0,f,4
f,Melbourne,Australia,-37.81046468,144.9591726,Private room,1,1.0,1.0,1.0,69,1,3,80.0,f,1
f,Moreland,Australia,-37.76600417,144.9592286,Entire home/apt,2,1.0,1.0,1.0,100,2,23,96.0,f,55
t,Maribyrnong,Australia,-37.77419582,144.8913906,Entire home/apt,5,2.0,2.0,3.0,150,2,29,98.0,t,1
f,Glen Eira,Australia,-37.88767692,145.0075867,Private room,2,1.0,1.0,1.0,79,1,3,93.0,f,2
f,Melbourne,Australia,-37.80803231,144.9677176,Private room,2,1.5,1.0,1.0,55,1,2,70.0,f,1
t,Port Phillip,Australia,-37.87190165,144.9831255,Entire home/apt,4,1.0,2.0,2.0,96,2,5,100.0,f,2
t,Glen Eira,Australia,-37.90191858,145.0469505,Entire home/apt,2,1.0,1.0,1.0,69,1,35,96.0,t,1
f,Hume,Australia,-37.58485215,144.9146488,Private room,2,1.0,1.0,1.0,50,1,18,96.0,t,1
f,Port Phillip,Australia,-37.85950459,144.9757324,Entire home/apt,2,1.0,0.0,1.0,111,28,2,100.0,f,4
t,Yarra,Australia,-37.79465637,144.9860061,Entire home/apt,4,1.0,2.0,2.0,140,4,43,100.0,f,1
t,Whitehorse,Australia,-37.80834198,145.1270067,Private room,1,1.0,1.0,1.0,50,2,21,100.0,f,1
f,Melbourne,Australia,-37.81035775,144.959173,Entire home/apt,5,1.0,2.0,3.0,119,1,4,80.0,t,12
f,Melbourne,Australia,-37.81356558,144.9543301,Private room,1,1.0,1.0,1.0,68,1,1,100.0,t,2
f,Yarra,Australia,-37.80518945,144.9852681,Entire home/apt,6,1.0,2.0,4.0,251,3,3,73.0,t,1
f,Casey,Australia,-38.03450995,145.3363932,Private room,3,1.0,2.0,2.0,46,1,15,92.0,f,1
f,Stonnington,Australia,-37.87996292,145.0807138,Private room,3,1.0,1.0,3.0,60,1,7,66.0,f,2
f,Knox,Australia,-37.8833431,145.236602,Private room,4,2.5,2.0,2.0,120,3,1,100.0,f,1
f,Melbourne,Australia,-37.81810683,144.954449,Shared room,1,1.0,1.0,2.0,35,1,5,80.0,f,1
t,Stonnington,Australia,-37.84303191,144.9976006,Entire home/apt,2,1.0,1.0,1.0,96,2,62,96.0,f,3
f,Whitehorse,Australia,-37.85442034,145.1139123,Private room,2,1.5,1.0,1.0,39,1,4,80.0,t,9
f,Glen Eira,Australia,-37.89177202,145.0402938,Entire home/apt,4,2.0,2.0,2.0,230,3,1,80.0,f,2
f,Manningham,Australia,-37.78951354,145.1232116,Entire home/apt,4,1.0,2.0,2.0,180,1,4,85.0,f,23
f,Yarra Ranges,Australia,-37.86445991,145.4127359,Entire home/apt,9,2.0,5.0,7.0,195,1,2,100.0,f,1
t,Melbourne,Australia,-37.80963843,144.9615543,Entire home/apt,4,1.0,1.0,2.0,150,2,60,98.0,f,23
f,Darebin,Australia,-37.75332949,145.0031395,Entire home/apt,4,2.0,2.0,2.0,108,3,8,100.0,t,2
t,Yarra,Australia,-37.79692827,144.9837077,Entire home/apt,4,2.0,2.0,3.0,385,7,4,100.0,f,73
f,Melbourne,Australia,-37.81482615,144.9728507,Entire home/apt,4,2.0,2.0,2.0,349,1,5,95.0,t,1
f,Melton,Australia,-37.74396603,144.740749,Entire home/apt,6,2.0,4.0,4.0,120,2,2,20.0,f,1
f,Melbourne,Australia,-37.80894321,144.9610966,Entire home/apt,8,2.0,3.0,3.0,599,1,1,20.0,t,9
f,Yarra,Australia,-37.79038145,144.9792705,Entire home/apt,6,2.0,4.0,4.0,280,3,15,91.0,f,1
f,Melbourne,Australia,-37.81404962,144.9549201,Entire home/apt,7,1.0,2.0,7.0,230,2,33,93.0,f,1
f,Stonnington,Australia,-37.83693234,144.9951772,Entire home/apt,4,1.0,2.0,2.0,300,1,27,96.0,f,1
t,Port Phillip,Australia,-37.85930464,144.9877785,Entire home/apt,8,2.5,4.0,5.0,388,3,11,98.0,f,1
f,Melbourne,Australia,-37.83053337,144.9685554,Private room,2,1.0,1.0,1.0,90,1,4,90.0,t,1
f,Whittlesea,Australia,-37.6895387,145.0588282,Private room,6,1.0,3.0,3.0,97,1,27,86.0,f,1
f,Moonee Valley,Australia,-37.78461792,144.9392496,Private room,1,1.0,1.0,1.0,50,1,1,80.0,f,1
f,Port Phillip,Australia,-37.84192527,144.9760106,Entire home/apt,4,2.0,2.0,2.0,150,4,4,100.0,f,1
f,Melbourne,Australia,-37.82613162,144.9585083,Private room,2,1.0,1.0,1.0,120,10,4,100.0,f,3
t,Melbourne,Australia,-37.81635731,144.9669507,Entire home/apt,6,1.0,2.0,4.0,100,1,152,95.0,t,1
t,Yarra,Australia,-37.79679301,144.9834696,Entire home/apt,4,1.0,1.0,2.0,145,2,70,98.0,f,3
t,Melbourne,Australia,-37.82508267,144.9648707,Private room,2,1.0,1.0,1.0,84,2,17,93.0,t,1
t,Maribyrnong,Australia,-37.8033277,144.8976215,Private room,1,1.0,1.0,1.0,46,3,21,99.0,f,1
f,Whitehorse,Australia,-37.82107671,145.2053332,Entire home/apt,4,1.0,2.0,4.0,102,1,4,90.0,f,3
t,Melbourne,Australia,-37.8098776,144.9680564,Private room,1,1.0,1.0,1.0,60,6,14,99.0,f,1
f,Port Phillip,Australia,-37.85090619,144.9792543,Entire home/apt,3,1.0,1.0,2.0,109,1,34,91.0,t,98
f,Melbourne,Australia,-37.82031465,144.956743,Entire home/apt,4,1.0,1.0,2.0,75,5,14,97.0,t,1
f,Port Phillip,Australia,-37.83430943,144.9736978,Entire home/apt,6,2.0,3.0,3.0,130,3,34,86.0,f,1
f,Melbourne,Australia,-37.82688367,144.9577391,Entire home/apt,5,1.0,2.0,4.0,140,1,7,86.0,f,36
f,Melbourne,Australia,-37.80851089,144.9562357,Entire home/apt,3,1.0,2.0,2.0,109,3,15,89.0,t,87
f,Port Phillip,Australia,-37.86861879,144.982306,Entire home/apt,4,1.0,1.0,4.0,107,2,13,83.0,t,2
f,Yarra,Australia,-37.8175744,144.997353,Entire home/apt,6,1.0,2.0,6.0,230,3,32,96.0,t,2
t,Melbourne,Australia,-37.80817846,144.9596791,Entire home/apt,4,2.0,2.0,2.0,159,1,10,96.0,t,38
f,Monash,Australia,-37.91817838,145.1186638,Entire home/apt,11,2.5,6.0,7.0,50,2,12,87.0,f,2
f,Yarra Ranges,Australia,-37.64627271,145.5326425,Entire home/apt,2,1.0,1.0,1.0,156,1,127,94.0,t,1
f,Port Phillip,Australia,-37.83560402,144.9727552,Entire home/apt,4,1.0,1.0,2.0,100,1,8,93.0,t,58
t,Yarra,Australia,-37.80324583,144.9753945,Entire home/apt,2,1.0,1.0,1.0,96,1,23,93.0,f,2
f,Yarra,Australia,-37.80233929,144.9766659,Entire home/apt,2,1.0,1.0,1.0,112,2,20,97.0,f,1
t,Melbourne,Australia,-37.82507746,144.966233,Entire home/apt,4,1.0,1.0,2.0,130,2,84,96.0,f,13
t,Melbourne,Australia,-37.80746314,144.9613608,Entire home/apt,5,2.0,2.0,2.0,119,2,21,94.0,t,1
t,Melbourne,Australia,-37.81561116,144.9543399,Entire home/apt,6,2.0,2.0,2.0,198,2,54,100.0,f,3
f,Darebin,Australia,-37.7830766,145.0133609,Entire home/apt,2,1.0,1.0,1.0,50,7,1,100.0,f,1
f,Hobsons Bay,Australia,-37.84409224,144.8903692,Entire home/apt,5,1.5,2.0,6.0,140,2,2,90.0,f,2
f,Port Phillip,Australia,-37.87287986,144.9961393,Entire home/apt,4,1.0,1.0,4.0,210,2,10,94.0,f,33
f,Melbourne,Australia,-37.82495517,144.9603792,Entire home/apt,6,1.0,2.0,3.0,180,1,30,93.0,t,33
t,Yarra,Australia,-37.80604851,144.9807892,Private room,2,1.0,1.0,1.0,120,2,31,95.0,f,3
t,Yarra,Australia,-37.79880784,144.9899482,Entire home/apt,2,1.0,1.0,1.0,174,2,40,100.0,f,1
f,Melbourne,Australia,-37.81306927,144.9619902,Entire home/apt,4,1.0,2.0,2.0,133,1,1,100.0,t,4
f,Yarra,Australia,-37.80653723,144.9858217,Entire home/apt,2,1.0,1.0,1.0,199,1,13,98.0,t,1
f,Stonnington,Australia,-37.86061993,145.0594046,Entire home/apt,4,1.0,1.0,1.0,111,3,3,93.0,f,1
f,Melbourne,Australia,-37.82481566,144.962537,Private room,2,1.0,1.0,1.0,71,1,18,98.0,f,2
t,Yarra Ranges,Australia,-37.85400881,145.3647374,Entire home/apt,2,1.0,1.0,1.0,289,1,2,70.0,t,7
f,Melbourne,Australia,-37.83954604,144.9769472,Private room,3,1.0,1.0,1.0,51,1,6,93.0,t,1
f,Bayside,Australia,-37.92817275,145.025176,Private room,2,1.0,1.0,4.0,50,2,21,84.0,f,3
f,Whitehorse,Australia,-37.81528941,145.1204389,Entire home/apt,5,2.0,2.0,3.0,161,2,5,92.0,f,38
f,Melbourne,Australia,-37.81562592,144.9532567,Entire home/apt,4,1.0,1.0,3.0,410,1,15,76.0,t,13
f,Melbourne,Australia,-37.82031769,144.9416413,Entire home/apt,4,1.0,1.0,3.0,50,1,11,94.0,t,2
f,Melbourne,Australia,-37.80897577,144.9705489,Entire home/apt,7,1.0,2.0,3.0,145,2,5,88.0,t,6
t,Melbourne,Australia,-37.81382145,144.9549603,Entire home/apt,6,2.0,2.0,3.0,199,2,5,96.0,t,5
f,Yarra,Australia,-37.80343541,144.9997867,Private room,2,1.0,1.0,1.0,50,1,2,80.0,f,1
f,Melbourne,Australia,-37.83551103,144.9807969,Entire home/apt,2,1.0,1.0,1.0,111,2,19,97.0,f,1
